resume_text,category
"risk analysis, financial modeling, Excel, forecasting focused on investment analysis with experience in cash flow planning, variance analysis, problem solving. Additional keywords: budgeting financial modeling.",Finance
"Hands-on experience with Python, PyTorch, deep learning, machine learning in classification model, including problem solving, hyperparameter optimization, feature selection. Additional keywords: computer vision Python.",AI/ML
"Built and improved site supervision by applying AutoCAD, site execution, RCC design, surveying and BOQ preparation, business analysis, quality control. Additional keywords: STAAD Pro construction management.",Civil Engineering
"Worked on structural estimation using construction management, AutoCAD, RCC design, STAAD Pro and delivered results through documentation, vendor coordination, project scheduling. Additional keywords: RCC design surveying.",Civil Engineering
"Built and improved web application by applying SQL, React, Docker, Django and business analysis, CI/CD, code review. Additional keywords: SQL Git.",Software Engineering
"Built and improved building project by applying structural analysis, AutoCAD, site execution, RCC design and quality control, BOQ preparation, presentation skills. Additional keywords: RCC design construction management.",Civil Engineering
"MATLAB, healthcare analytics, biostatistics, medical imaging focused on patient data analysis with experience in equipment testing, research methodology, cross-functional collaboration. Additional keywords: clinical research PCR.",Biomedical
"Worked on site supervision using construction management, AutoCAD, STAAD Pro, surveying and delivered results through BOQ preparation, technical writing, project scheduling. Additional keywords: AutoCAD Revit.",Civil Engineering
"Professional background includes Python, model evaluation, data visualization, NumPy, data cleaning workflow, and strong emphasis on dashboard reporting, technical writing, business analysis. Additional keywords: model evaluation data visualization.",Data Science
"GD&T, FMEA, SolidWorks, MATLAB focused on machine component with experience in quality inspection, technical writing, presentation skills. Additional keywords: SolidWorks FMEA.",Mechanical Engineering
"Worked on manufacturing line using manufacturing, MATLAB, CAD, GD&T and delivered results through tolerance stack-up, technical drawing, process optimization. Additional keywords: manufacturing SolidWorks.",Mechanical Engineering
"Built and improved structural estimation by applying Revit, AutoCAD, structural analysis, site execution and vendor coordination, business analysis, quality control. Additional keywords: surveying site execution.",Civil Engineering
"machine learning, NLP, computer vision, PyTorch focused on recommendation engine with experience in data preprocessing, documentation, hyperparameter optimization. Additional keywords: model tuning machine learning.",AI/ML
"SEO, content strategy, lead generation, social media focused on customer funnel with experience in conversion optimization, audience segmentation, problem solving. Additional keywords: brand management CRM.",Marketing
"site execution, surveying, structural analysis, STAAD Pro focused on site supervision with experience in vendor coordination, safety compliance, technical writing. Additional keywords: site execution RCC design.",Civil Engineering
"Hands-on experience with clinical research, healthcare analytics, medical imaging, biostatistics in patient data analysis, including stakeholder communication, equipment testing, research methodology. Additional keywords: medical imaging clinical research.",Biomedical
"Hands-on experience with PCR, biostatistics, clinical research, healthcare analytics in diagnostic system, including research methodology, regulatory documentation, lab protocol. Additional keywords: PCR signal processing.",Biomedical
"Built and improved forecasting system by applying scikit-learn, Python, model evaluation, statistics and exploratory analysis, problem solving, feature engineering. Additional keywords: data visualization scikit-learn.",Data Science
"Hands-on experience with manufacturing, SolidWorks, GD&T, MATLAB in product design, including quality inspection, business analysis, stakeholder communication. Additional keywords: FMEA CAD.",Mechanical Engineering
